carat,cut,color,clarity,depth,table,x,y,z,price
0.36,Premium,D,VS2,61.0,59.0,4.57,4.61,2.8,852
0.84,Good,I,VS1,63.7,59.0,5.94,5.9,3.77,2753
0.3,Premium,E,SI1,61.3,60.0,4.31,4.27,2.63,675
0.32,Ideal,G,VS1,62.3,54.0,4.39,4.37,2.73,828
1.62,Premium,F,SI2,61.6,60.0,7.52,7.55,4.64,9106
0.99,Fair,J,SI1,55.0,61.0,6.72,6.67,3.68,2812
1.25,Ideal,I,SI2,62.0,57.0,6.85,6.92,4.27,5259
0.56,Good,E,VS1,61.7,65.0,5.21,5.23,3.22,1938
0.7,Ideal,I,SI1,61.3,57.0,5.72,5.75,3.52,1790
0.71,Very Good,D,SI1,61.1,56.0,5.74,5.78,3.52,2724
1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,12155
0.72,Very Good,G,SI1,62.8,60.0,5.78,5.68,3.6,2396
0.23,Very Good,D,VVS2,62.5,58.0,3.89,3.92,2.44,492
0.51,Ideal,E,VVS1,62.0,57.0,5.12,5.14,3.18,2527
0.5,Ideal,H,SI1,61.3,54.0,5.12,5.16,3.15,1666
2.04,Very Good,J,VS2,63.0,58.0,7.99,8.02,5.04,13609
0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,1125
0.37,Fair,D,IF,61.2,57.0,4.68,4.73,2.88,1440
0.7,Premium,G,VVS2,60.6,60.0,5.77,5.69,3.47,2999
1.21,Very Good,E,SI1,62.9,58.0,6.78,6.79,4.27,6324
0.34,Premium,D,SI2,59.2,59.0,4.58,4.54,2.7,650
0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,785
0.52,Ideal,E,VS2,61.9,56.0,5.16,5.12,3.18,1815
1.35,Very Good,E,SI1,62.7,57.0,7.01,7.05,4.41,6860
0.51,Fair,G,SI1,64.5,56.0,5.06,5.01,3.25,1160
0.8,Very Good,I,VS2,62.0,54.2,5.94,5.99,3.7,2591
1.5,Good,G,SI2,57.5,63.0,7.53,7.49,4.32,6006
0.58,Very Good,G,SI2,63.3,58.0,5.26,5.29,3.34,1117
0.57,Premium,D,SI1,62.6,56.0,5.4,5.34,3.36,2001
0.61,Ideal,H,VS1,60.8,56.0,5.51,5.47,3.34,2053
0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,450
1.02,Premium,H,VS2,62.5,60.0,6.38,6.43,4.0,5217
1.23,Premium,F,VS1,60.8,58.0,6.94,6.9,4.21,9471
0.31,Premium,G,SI1,62.1,58.0,4.36,4.33,2.7,593
1.01,Premium,F,SI2,61.8,59.0,6.41,6.31,3.93,4008
0.32,Ideal,G,VS1,62.0,56.0,4.37,4.41,2.72,645
1.0,Very Good,D,VS2,59.8,60.0,6.46,6.49,3.87,7281
0.42,Premium,I,SI1,62.6,58.0,4.76,4.8,2.99,626
1.5,Very Good,J,VS2,60.5,63.0,7.27,7.32,4.41,7177
0.9,Premium,H,VS1,62.1,59.0,6.14,6.09,3.8,4234
0.36,Ideal,D,VS2,60.0,56.0,4.68,4.66,2.8,933
2.0,Very Good,E,SI2,63.5,59.0,7.9,7.98,5.04,15864
0.61,Good,F,VS1,61.9,60.0,5.39,5.41,3.34,2076
0.5,Premium,H,IF,60.3,58.0,5.14,5.18,3.11,1846
0.32,Premium,G,VS2,58.4,57.0,4.53,4.51,2.64,672
1.17,Premium,H,SI1,62.6,59.0,6.78,6.71,4.22,4631
1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,4541
0.3,Good,G,SI1,63.2,55.0,4.26,4.29,2.7,417
0.31,Ideal,H,IF,60.0,57.0,4.39,4.41,2.64,816
0.55,Very Good,F,VS2,62.6,57.0,5.19,5.23,3.26,1609
0.59,Ideal,D,VS2,61.4,57.0,5.39,5.4,3.31,1978
0.93,Very Good,H,SI2,61.9,57.0,6.25,6.31,3.89,3452
1.71,Ideal,E,SI2,62.7,55.0,7.62,7.69,4.8,12978
1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88,5544
0.7,Ideal,E,VS2,61.0,56.0,5.74,5.78,3.52,3504
0.83,Ideal,I,VS2,62.9,56.0,5.98,5.94,3.75,2201
0.93,Premium,E,SI2,60.5,57.0,6.37,6.32,3.84,4250
1.07,Premium,D,SI2,62.4,61.0,6.51,6.48,4.05,4949
1.1,Very Good,F,SI1,58.9,63.0,6.73,6.78,3.98,5769
0.41,Ideal,J,VS2,62.3,54.0,4.77,4.8,2.98,613
0.29,Very Good,E,VS1,61.9,55.0,4.28,4.33,2.66,555
0.4,Very Good,I,VVS1,63.5,57.0,4.68,4.65,2.96,1080
1.05,Ideal,I,SI1,60.4,57.0,6.6,6.58,3.98,3822
0.91,Very Good,E,SI1,62.1,60.0,6.21,6.25,3.87,4284
1.5,Very Good,D,SI1,60.0,59.0,7.41,7.46,4.46,12060
1.02,Ideal,F,SI2,62.6,56.0,6.38,6.44,4.01,4851
1.51,Ideal,I,VS2,62.6,55.0,7.29,7.34,4.58,9891
2.01,Premium,H,SI1,61.4,56.0,8.19,8.13,5.01,18295
0.62,Ideal,H,IF,60.5,58.0,5.48,5.52,3.33,2501
1.06,Ideal,G,VS2,62.2,56.0,6.51,6.54,4.06,6660
1.22,Ideal,H,SI2,61.7,56.0,6.83,6.91,4.24,5703
0.49,Premium,G,VS2,61.0,59.0,5.13,5.06,3.11,1225
0.33,Very Good,G,VVS1,61.4,60.0,4.39,4.44,2.71,868
1.22,Very Good,G,SI1,61.8,58.0,6.82,6.88,4.23,6656
0.34,Premium,I,VS1,61.0,60.0,4.48,4.51,2.74,537
0.71,Premium,E,VS1,59.7,57.0,5.87,5.78,3.48,2920
0.4,Premium,G,VVS2,61.7,59.0,4.76,4.73,2.93,1050
1.04,Very Good,G,VS2,61.4,63.0,6.51,6.55,4.01,5353
0.41,Ideal,E,SI2,61.2,56.0,4.81,4.84,2.95,760
0.31,Ideal,H,VVS2,62.3,55.0,4.37,4.36,2.72,802
1.51,Good,E,SI1,63.6,56.0,7.34,7.23,4.63,12490
0.41,Ideal,F,VS1,60.6,57.0,4.79,4.84,2.92,1007
1.5,Ideal,F,VS2,62.6,57.0,7.27,7.34,4.57,14759
1.01,Very Good,G,VVS2,63.3,57.0,6.31,6.36,4.01,7885
0.33,Premium,H,VS2,62.0,59.0,4.44,4.4,2.74,668
0.41,Ideal,G,SI1,61.9,54.0,4.77,4.82,2.97,759
2.3,Premium,H,SI2,62.7,56.0,8.46,8.42,5.29,15992
0.37,Ideal,F,VVS1,59.2,57.0,4.75,4.71,2.8,1406
0.53,Premium,D,VS2,60.2,58.0,5.26,5.23,3.16,1904
0.3,Ideal,F,VVS1,61.5,58.0,4.3,4.32,2.65,814
0.54,Ideal,F,VS2,60.1,56.0,5.31,5.28,3.18,1786
1.7,Ideal,G,VS1,62.9,57.0,7.59,7.52,4.75,13605
0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,857
2.0,Very Good,H,SI1,62.2,57.0,7.97,8.08,4.99,15745
0.42,Ideal,G,SI1,62.2,53.0,4.85,4.86,3.02,777
0.45,Ideal,F,VS2,62.8,55.0,4.88,4.86,3.06,945
1.7,Premium,F,VS2,62.8,58.0,7.61,7.54,4.76,18251
0.71,Ideal,E,VS2,59.5,57.0,5.86,5.83,3.48,2982
1.04,Premium,I,SI1,60.7,59.0,6.6,6.57,4.0,4601
0.71,Very Good,I,SI1,58.9,59.0,5.78,5.84,3.42,2141
0.24,Very Good,F,VVS1,62.5,55.0,3.98,4.02,2.49,608
0.23,Very Good,E,VVS2,60.6,60.0,3.93,3.99,2.4,505
0.7,Ideal,F,SI1,62.1,56.0,5.67,5.65,3.51,2596
0.72,Ideal,I,VVS2,61.5,58.0,5.78,5.79,3.56,2594
0.5,Ideal,D,VVS2,61.0,56.0,5.11,5.15,3.13,2272
0.7,Ideal,F,VS1,62.0,55.0,5.74,5.71,3.55,2751
0.31,Ideal,G,SI2,61.7,56.0,4.38,4.34,2.69,523
0.52,Premium,E,VS2,60.3,60.0,5.21,5.17,3.13,1815
2.0,Ideal,I,SI1,61.4,57.0,8.05,8.11,4.96,16407
2.02,Ideal,H,SI2,62.1,56.0,8.13,8.09,5.04,12485
2.14,Premium,H,VS2,61.7,58.0,8.28,8.22,5.09,16390
1.07,Premium,F,SI1,59.6,58.0,6.72,6.68,3.99,5662
0.3,Premium,F,VS2,61.6,58.0,4.29,4.31,2.65,605
0.31,Premium,H,VS2,61.9,58.0,4.39,4.37,2.71,628
0.98,Fair,G,I1,67.3,60.0,6.17,6.11,4.14,1932
0.43,Ideal,F,VS1,61.9,56.0,4.84,4.85,3.0,774
0.33,Premium,E,VS2,60.6,60.0,4.43,4.48,2.7,723
2.01,Premium,G,SI2,59.0,60.0,8.31,8.26,4.89,16733
0.7,Ideal,G,VS2,62.1,55.0,5.63,5.61,3.49,2371
0.52,Ideal,E,SI1,61.6,55.0,5.19,5.16,3.19,1577
0.25,Premium,F,VVS1,60.7,59.0,4.1,4.07,2.48,740
0.31,Premium,F,VS2,61.2,58.0,4.37,4.35,2.67,802
1.2,Premium,J,VS2,62.6,57.0,6.8,6.72,4.23,5053
0.32,Ideal,G,VVS2,61.7,57.0,4.44,4.41,2.73,936
0.72,Very Good,D,SI1,61.5,58.0,5.74,5.78,3.54,3001
0.32,Ideal,G,VS1,61.2,56.0,4.43,4.39,2.7,828
0.7,Ideal,G,VS1,61.3,59.0,5.68,5.7,3.49,2987
0.41,Ideal,F,VVS1,61.9,56.0,4.77,4.79,2.96,1295
1.1,Very Good,G,VS2,61.9,57.0,6.59,6.65,4.1,6369
0.57,Ideal,G,VVS2,60.7,55.0,5.36,5.34,3.25,2206
0.5,Premium,F,VS2,60.9,58.0,5.1,5.14,3.12,1436
0.31,Ideal,D,VS2,62.2,56.0,4.32,4.33,2.69,734
1.01,Premium,J,VS1,63.0,55.0,6.39,6.34,4.01,3790
1.09,Ideal,E,VS2,60.7,57.0,6.66,6.68,4.05,9346
1.28,Ideal,H,SI1,61.8,57.0,7.02,6.97,4.32,7109
1.48,Very Good,H,SI2,62.3,58.0,7.18,7.23,4.49,7244
0.56,Premium,E,VS2,61.1,59.0,5.34,5.27,3.24,1668
0.72,Ideal,F,SI1,62.1,55.0,5.73,5.8,3.58,2440
1.11,Ideal,H,SI2,62.0,54.0,6.61,6.64,4.11,4578
0.73,Ideal,F,VVS2,61.7,54.0,5.76,5.82,3.57,3524
1.23,Very Good,J,VVS2,61.2,57.0,6.86,6.92,4.22,5665
0.38,Ideal,E,VS1,62.2,54.1,4.63,4.65,2.89,1133
1.01,Ideal,D,VVS2,61.9,56.0,6.41,6.45,3.98,11442
0.52,Ideal,J,SI1,62.3,56.0,5.12,5.16,3.2,1395
1.63,Ideal,E,SI2,61.7,57.0,7.5,7.54,4.64,10357
1.04,Ideal,H,SI1,60.3,57.0,6.55,6.58,3.96,4629
1.2,Very Good,E,SI1,62.6,58.0,6.73,6.78,4.23,6098
1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,6617
0.84,Ideal,G,SI2,62.0,56.0,6.02,6.05,3.74,2986
0.9,Premium,G,SI1,61.0,60.0,6.17,6.12,3.75,3879
1.84,Premium,H,SI1,59.7,58.0,8.01,7.98,4.77,13905
1.02,Very Good,G,VVS1,62.1,59.0,6.36,6.39,3.96,7861
1.7,Ideal,J,VS1,60.9,58.0,7.73,7.68,4.69,10589
0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,556
0.77,Ideal,D,VS1,62.3,56.0,5.83,5.89,3.65,4407
0.36,Premium,E,VS1,61.5,59.0,4.6,4.57,2.82,933
0.73,Premium,H,VS2,61.0,58.0,5.76,5.84,3.54,2496
0.46,Ideal,G,IF,61.6,54.0,4.97,5.0,3.07,1558
1.01,Good,D,SI1,61.7,62.0,6.3,6.34,3.9,5443
0.41,Premium,E,SI1,61.5,61.0,4.78,4.75,2.93,904
0.26,Ideal,F,VS2,62.1,57.0,4.06,4.12,2.54,453
1.09,Premium,I,VS1,62.3,54.0,6.65,6.61,4.13,4786
1.7,Premium,F,SI1,62.4,57.0,7.61,7.56,4.73,14611
0.39,Very Good,G,VS2,63.3,57.0,4.65,4.61,2.93,1009
1.14,Premium,F,SI1,62.5,59.0,6.67,6.65,4.16,5228
1.02,Ideal,F,VS2,62.7,56.0,6.39,6.44,4.02,6479
0.35,Ideal,F,VS2,62.4,57.0,4.51,4.5,2.81,906
1.8,Very Good,J,SI1,61.4,55.0,7.86,7.8,4.81,10107
1.0,Fair,H,VS1,65.4,61.0,6.22,6.17,4.05,4368
1.01,Good,H,SI1,60.3,64.0,6.49,6.52,3.92,4242
0.51,Ideal,E,VS1,62.8,57.0,5.1,5.07,3.2,2075
0.53,Ideal,G,SI1,60.7,56.0,5.22,5.27,3.18,1371
0.31,Premium,F,VVS1,59.2,62.0,4.41,4.34,2.59,997
1.13,Premium,E,SI2,60.4,59.0,6.7,6.75,4.06,5220
0.58,Very Good,H,SI1,61.8,56.0,5.34,5.38,3.31,1219
1.16,Premium,H,I1,61.7,62.0,6.68,6.64,4.11,2368
0.37,Ideal,H,VS2,62.0,54.0,4.64,4.65,2.88,603
0.9,Good,E,SI1,63.8,56.0,6.17,6.09,3.91,3449
1.7,Very Good,H,SI2,63.5,58.0,7.5,7.43,4.74,7235
0.48,Premium,E,VS2,62.5,61.0,5.01,4.97,3.12,1323
0.33,Ideal,E,VS2,62.3,57.0,4.37,4.43,2.74,723
0.7,Premium,H,SI1,62.8,57.0,5.66,5.61,3.54,2331
0.3,Ideal,E,VS1,61.7,57.0,4.28,4.31,2.65,710
0.41,Ideal,I,IF,62.6,57.0,4.78,4.74,2.98,1076
0.3,Ideal,D,VS2,60.8,57.0,4.34,4.31,2.63,911
0.92,Premium,H,VS1,61.7,62.0,6.2,6.12,3.8,4039
0.51,Ideal,G,VVS2,62.5,59.0,5.08,5.12,3.19,1825
1.27,Premium,J,VS2,62.2,58.0,6.88,6.84,4.27,4580
0.4,Ideal,E,SI1,61.8,56.0,4.74,4.71,2.92,945
0.71,Good,D,SI1,64.1,56.0,5.63,5.6,3.6,2547
2.01,Ideal,J,VS1,60.9,56.0,8.14,8.18,4.97,16319
1.02,Ideal,G,VS1,62.2,56.0,6.46,6.4,4.0,6683
0.6,Premium,H,SI1,62.0,56.0,5.44,5.4,3.36,1433
2.14,Premium,I,SI2,62.1,58.0,8.31,8.23,5.13,12970
0.47,Fair,F,SI2,67.6,57.0,4.81,4.72,3.23,719
2.01,Premium,H,SI2,61.9,59.0,8.13,7.97,4.98,11646
0.7,Ideal,D,VVS2,61.1,55.0,5.75,5.78,3.52,5539
0.42,Ideal,E,VVS1,62.1,55.0,4.78,4.81,2.98,1400
1.01,Ideal,J,SI2,61.6,55.0,6.5,6.45,3.99,3801
1.5,Premium,H,VS2,62.4,59.0,7.32,7.29,4.56,11194
0.58,Ideal,F,VS2,61.9,60.0,5.32,5.35,3.3,1811
0.8,Very Good,H,SI1,63.8,56.0,5.85,5.91,3.75,2739
0.34,Good,H,VVS1,63.2,58.0,4.41,4.45,2.8,775
0.55,Ideal,G,VS1,60.9,55.0,5.27,5.31,3.22,1841
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,17891
0.3,Ideal,H,IF,61.5,58.0,4.28,4.3,2.64,764
0.31,Ideal,F,IF,61.4,56.0,4.4,4.43,2.71,1168
1.22,Premium,G,VS2,60.9,57.0,6.94,6.89,4.21,8067
0.59,Ideal,E,SI1,61.6,55.0,5.41,5.43,3.34,1994
1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,5242
0.5,Fair,D,VS2,66.9,57.0,4.95,4.83,3.27,1431
0.3,Very Good,H,VVS1,63.0,56.0,4.24,4.27,2.68,684
0.41,Very Good,H,SI1,62.4,56.0,4.74,4.78,2.97,683
0.41,Ideal,D,VVS2,61.1,56.0,4.78,4.81,2.93,1105
0.7,Premium,G,SI1,63.0,59.0,5.64,5.6,3.54,2150
0.24,Very Good,G,VVS2,62.0,57.0,4.0,4.03,2.49,449
0.9,Ideal,D,SI1,61.3,58.0,6.16,6.21,3.79,4661
1.01,Very Good,F,SI1,61.0,57.0,6.44,6.54,3.96,5174
0.41,Premium,D,SI1,59.6,59.0,4.82,4.85,2.88,791
0.54,Ideal,G,SI2,60.4,59.0,5.24,5.29,3.18,1153
0.32,Very Good,J,SI1,62.3,57.0,4.33,4.44,2.73,389
0.41,Ideal,E,SI2,60.7,57.0,4.81,4.85,2.93,683
0.52,Premium,D,VS2,59.4,61.0,5.24,5.23,3.11,1828
0.31,Premium,E,VS2,61.7,58.0,4.34,4.31,2.67,872
0.33,Ideal,E,VVS2,61.2,56.0,4.46,4.5,2.74,814
0.57,Ideal,E,SI1,61.8,57.0,5.33,5.28,3.28,1728
2.01,Good,G,SI1,63.9,60.0,7.81,7.75,4.97,17804
1.25,Ideal,F,VVS2,61.8,57.0,6.9,6.95,4.28,13623
2.27,Good,J,VS1,59.3,61.0,8.47,8.55,5.05,17051
0.75,Ideal,F,VVS2,61.9,54.0,5.83,5.84,3.61,3710
0.38,Premium,D,VS2,61.5,62.0,4.63,4.6,2.84,1117
0.41,Good,I,SI1,63.8,57.0,4.67,4.7,2.99,611
0.81,Ideal,E,SI1,61.9,55.0,5.98,6.01,3.71,3913
0.32,Very Good,G,SI2,60.7,61.0,4.42,4.47,2.7,388
0.56,Ideal,D,VS1,62.5,56.0,5.26,5.3,3.3,2292
1.55,Premium,H,VS1,62.6,58.0,7.4,7.34,4.61,11562
0.7,Premium,G,VS2,62.9,62.0,5.63,5.57,3.52,2550
0.76,Ideal,G,VS2,61.5,55.0,5.92,5.88,3.63,3183
0.46,Ideal,G,SI1,62.0,53.0,4.99,5.04,3.11,930
1.04,Premium,D,IF,60.6,56.0,6.6,6.54,3.98,15671
1.52,Very Good,F,VS2,62.7,59.0,7.3,7.33,4.59,14066
0.71,Ideal,G,VVS2,62.5,57.0,5.7,5.73,3.57,3095
0.33,Ideal,D,VS1,61.7,55.0,4.47,4.48,2.76,739
0.51,Premium,F,VS2,60.7,59.0,5.16,5.19,3.14,1402
1.0,Good,E,SI2,62.1,61.0,6.36,6.4,3.96,4307
1.51,Premium,J,SI1,59.9,60.0,7.46,7.41,4.45,7822
1.15,Premium,G,VVS1,60.8,58.0,6.77,6.74,4.11,9025
0.73,Ideal,H,VVS2,61.6,56.0,5.79,5.84,3.58,2846
0.32,Good,F,VVS1,63.8,54.0,4.38,4.31,2.77,939
1.29,Ideal,I,SI2,61.9,57.0,6.99,7.04,4.34,6097
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,861
0.34,Ideal,H,VS1,62.7,57.0,4.48,4.45,2.8,765
0.54,Ideal,D,SI1,62.4,57.0,5.23,5.19,3.25,1786
0.51,Ideal,G,VVS2,61.8,56.0,5.1,5.16,3.17,1875
0.91,Very Good,H,VVS2,62.9,58.0,6.14,6.17,3.87,4665
1.55,Premium,H,VS2,60.4,60.0,7.44,7.39,4.48,11149
0.4,Very Good,I,VS1,63.0,56.0,4.68,4.72,2.96,737
0.4,Good,G,SI1,63.4,58.0,4.66,4.71,2.97,655
0.3,Very Good,I,VVS1,60.5,60.0,4.32,4.34,2.62,552
1.0,Premium,F,SI2,59.4,62.0,6.4,6.37,3.79,4155
0.56,Very Good,F,VVS1,61.7,56.0,5.26,5.3,3.26,2321
0.33,Ideal,G,IF,61.6,55.0,4.48,4.51,2.77,984
1.0,Good,E,VS2,64.1,54.0,6.26,6.31,4.03,6315
0.57,Good,D,SI2,63.8,57.0,5.24,5.26,3.35,1262
0.55,Ideal,F,VVS2,62.0,55.0,5.26,5.29,3.27,2268
1.05,Ideal,G,SI1,59.7,56.0,6.67,6.64,3.97,5204
0.5,Premium,G,VVS2,59.6,60.0,5.15,5.18,3.08,1838
1.08,Ideal,H,VS1,61.9,57.0,6.58,6.64,4.09,5791
0.32,Ideal,I,VVS1,61.7,55.0,4.4,4.39,2.71,756
0.3,Premium,D,VVS2,60.7,59.0,4.33,4.34,2.63,741
0.73,Very Good,I,VS2,62.2,57.0,5.75,5.76,3.58,2369
0.71,Ideal,F,VS1,61.5,57.0,5.73,5.76,3.53,3404
2.01,Ideal,G,SI1,59.2,57.0,8.23,8.19,4.86,17492
1.04,Premium,F,SI1,62.5,60.0,6.43,6.46,4.03,5621
0.71,Very Good,F,VVS2,63.6,56.0,5.65,5.7,3.61,3332
0.41,Ideal,G,VS2,62.1,57.0,4.78,4.72,2.95,1061
1.33,Good,I,VS1,63.7,56.0,6.92,6.96,4.42,6963
0.31,Ideal,E,SI2,61.7,56.0,4.4,4.35,2.7,558
0.8,Ideal,G,VS2,62.1,57.0,5.95,6.0,3.71,3494
1.08,Ideal,H,SI1,60.5,57.0,6.63,6.67,4.02,6426
0.96,Very Good,G,SI2,62.6,59.0,6.18,6.29,3.9,3723
0.95,Good,G,VVS2,57.7,59.7,6.5,6.58,3.77,5817
0.31,Ideal,E,VS1,61.6,56.0,4.38,4.35,2.69,942
0.51,Ideal,G,IF,61.4,54.0,5.18,5.24,3.2,2208
0.3,Ideal,E,VS1,61.7,57.0,4.31,4.28,2.65,911
0.32,Premium,G,VVS2,62.3,54.0,4.45,4.38,2.75,936
1.0,Good,H,SI2,63.4,61.0,6.29,6.33,4.0,3850
2.0,Very Good,I,SI1,59.8,59.0,8.12,8.17,4.87,15053
1.16,Ideal,F,VVS1,61.5,56.0,6.76,6.81,4.17,13595
1.28,Premium,I,VS1,61.1,61.0,7.01,6.96,4.27,6583
0.52,Premium,D,VVS2,59.8,60.0,5.28,5.22,3.14,2467
0.39,Ideal,E,VS2,61.3,56.0,4.71,4.75,2.9,911
0.57,Premium,D,VS1,60.6,59.0,5.38,5.32,3.24,2360
2.22,Good,I,SI2,62.7,61.2,8.23,8.31,5.19,14285
0.4,Ideal,E,VS1,62.5,55.0,4.67,4.71,2.93,947
2.51,Good,G,SI2,59.5,65.0,8.87,8.74,5.24,14251
1.33,Premium,G,VS1,62.7,58.0,7.01,6.96,4.38,9876
0.58,Very Good,I,VS2,61.7,54.1,5.37,5.4,3.32,1408
0.54,Ideal,D,VS2,61.1,56.0,5.25,5.29,3.22,1892
1.5,Fair,F,VS2,65.3,57.0,7.15,7.12,4.66,13853
1.09,Premium,F,SI1,62.7,58.0,6.51,6.56,4.1,5287
0.73,Ideal,G,VS1,60.7,57.0,5.85,5.81,3.54,3411
0.56,Ideal,J,VS2,61.4,56.0,5.32,5.34,3.27,1131
0.3,Ideal,H,SI1,62.2,53.0,4.29,4.32,2.68,514
1.0,Premium,D,SI1,60.3,60.0,6.31,6.26,3.79,5645
0.36,Premium,D,SI1,60.4,58.0,4.64,4.6,2.79,851
0.31,Ideal,E,VVS2,61.6,55.0,4.38,4.35,2.69,1046
0.52,Premium,F,I1,63.0,56.0,5.18,5.11,3.24,870
0.51,Ideal,I,VS1,62.0,57.0,5.1,5.13,3.17,1376
1.07,Ideal,E,SI2,61.4,57.0,6.62,6.57,4.05,5393
0.71,Ideal,I,IF,61.5,56.0,5.74,5.77,3.54,2925
0.42,Premium,F,VS1,60.9,59.0,4.85,4.8,2.94,1103
0.7,Very Good,H,VS1,59.5,60.0,5.74,5.76,3.42,2421
1.34,Ideal,I,VS1,62.2,57.0,7.02,7.06,4.38,7016
0.3,Ideal,D,VS2,61.8,55.0,4.35,4.32,2.68,778
1.41,Very Good,F,SI2,61.4,59.0,7.17,7.2,4.41,7215
0.26,Ideal,E,VVS2,62.2,56.0,4.12,4.15,2.57,599
1.01,Premium,F,VS2,61.6,59.0,6.43,6.39,3.95,6707
2.01,Premium,I,SI1,61.0,60.0,8.16,8.11,4.96,12617
0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,3249
2.19,Premium,E,SI2,62.4,61.0,8.31,8.23,5.16,18232
0.51,Very Good,E,SI1,62.3,58.0,5.05,5.12,3.17,1438
0.41,Ideal,F,VVS2,62.5,56.0,4.72,4.75,2.96,1115
0.5,Very Good,E,SI1,63.7,58.0,5.02,5.06,3.21,1293
1.01,Premium,G,SI1,63.0,59.0,6.32,6.27,3.96,4338
0.31,Premium,G,SI1,58.8,62.0,4.42,4.39,2.59,593
0.32,Ideal,F,VS2,61.6,55.0,4.43,4.4,2.72,828
0.41,Premium,G,SI1,62.6,59.0,4.72,4.77,2.97,719
1.51,Premium,J,VS1,62.1,58.0,7.36,7.4,4.58,8371
0.32,Very Good,F,VVS2,63.8,55.0,4.33,4.39,2.78,701
0.9,Very Good,D,VS1,60.3,58.0,6.23,6.28,3.77,5331
1.52,Premium,I,SI1,62.8,62.0,7.29,7.23,4.56,9295
1.0,Good,E,SI2,61.0,61.0,6.37,6.44,3.91,4394
0.55,Good,F,VS2,62.8,63.0,5.13,5.19,3.24,1563
0.71,Premium,I,VS2,60.0,58.0,5.79,5.85,3.49,1952
0.52,Ideal,G,VVS2,62.3,55.0,5.12,5.16,3.2,1911
0.53,Very Good,G,VS1,61.2,57.0,5.22,5.26,3.2,1648
0.51,Very Good,H,VS1,62.5,58.0,5.09,5.12,3.19,1343
1.03,Ideal,F,IF,63.1,55.0,6.45,6.46,4.07,10615
2.04,Very Good,I,SI1,62.9,54.0,8.16,8.08,5.1,17323
0.54,Very Good,G,VS1,61.6,56.0,5.23,5.26,3.23,1754
1.21,Ideal,J,SI1,60.4,54.0,6.86,6.89,4.15,5232
1.0,Good,D,VS2,65.7,55.0,6.17,6.22,4.07,6163
1.41,Ideal,H,VS1,60.7,56.0,7.31,7.22,1.41,9752
2.0,Fair,H,SI2,65.9,58.0,7.84,7.8,5.15,12554
1.02,Good,E,SI2,63.2,56.0,6.37,6.41,4.04,4712
0.31,Ideal,I,VS1,61.8,56.0,4.38,4.39,2.71,507
0.73,Ideal,I,SI2,62.4,56.0,5.74,5.77,3.59,2218
0.83,Ideal,G,SI2,62.4,54.0,6.01,6.08,3.77,2751
0.91,Very Good,G,SI1,62.8,56.0,6.16,6.2,3.88,4922
0.55,Ideal,H,VVS1,60.5,57.0,5.32,5.35,3.23,1741
1.25,Very Good,H,SI2,63.2,60.0,6.87,6.81,4.32,4199
0.52,Very Good,E,VS1,63.3,58.0,5.07,5.11,3.22,1822
1.52,Ideal,H,VVS2,61.8,58.0,7.41,7.35,4.56,12123
0.42,Ideal,E,VVS2,61.8,56.0,4.8,4.78,2.96,1273
0.32,Ideal,I,VVS2,61.2,56.0,4.41,4.45,2.71,548
1.13,Premium,J,SI1,61.3,59.0,6.77,6.67,4.12,4214
1.05,Ideal,G,SI1,61.9,56.0,6.51,6.55,4.04,5361
1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4719
0.38,Ideal,F,SI2,61.3,55.0,4.67,4.69,2.87,568
1.52,Premium,D,SI2,59.8,60.0,7.5,7.42,4.46,10623
1.26,Premium,I,SI1,60.9,58.0,6.99,6.94,4.24,5504
0.37,Ideal,E,VS2,62.7,56.0,4.6,4.55,2.87,1041
0.7,Very Good,D,SI1,61.1,61.0,5.67,5.76,3.49,2724
0.37,Ideal,F,VS1,61.7,56.0,4.61,4.63,2.85,811
0.4,Premium,D,SI1,60.8,59.0,4.77,4.8,2.91,772
0.51,Premium,D,SI1,60.1,60.0,5.18,5.14,3.1,1687
0.53,Good,E,SI1,63.6,56.0,5.19,5.1,3.27,1224
0.71,Very Good,J,VS2,62.3,57.0,5.65,5.69,3.53,1930
1.13,Premium,D,SI2,62.0,58.0,6.64,6.68,4.13,5280
0.33,Very Good,G,VVS1,61.8,55.0,4.44,4.48,2.76,795
0.3,Premium,E,VS2,60.4,58.0,4.3,4.34,2.61,658
0.74,Ideal,I,VVS1,60.8,57.0,5.85,5.89,3.57,2822
