,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Num,Side
1260,1,0,1,22,0,0.0,75.0,688.0,42.0,3.0,,7,425,0
1262,1,1,2,43,0,0.0,0.0,0.0,0.0,0.0,,7,427,0
1263,1,0,1,16,0,2730.0,397.0,0.0,0.0,56.0,,6,518,0
1265,2,1,1,48,0,0.0,0.0,0.0,0.0,0.0,,2,84,1
1266,2,0,1,25,0,0.0,10754.0,3.0,345.0,478.0,,3,93,1
1267,2,0,1,29,0,0.0,2074.0,0.0,6.0,320.0,,3,98,0
1268,1,0,2,60,0,0.0,245.0,0.0,985.0,0.0,,6,519,0
1272,3,0,1,23,0,855.0,1296.0,3765.0,0.0,0.0,,6,560,1
1273,3,0,1,24,0,671.0,0.0,344.0,0.0,6.0,,5,162,1
1274,3,0,1,15,0,1416.0,0.0,1184.0,3.0,0.0,,6,562,1
1276,2,1,3,14,0,0.0,0.0,0.0,0.0,0.0,,4,80,1
1277,3,0,1,39,0,2194.0,1034.0,21.0,0.0,0.0,,4,92,0
1278,3,1,1,12,0,0.0,0.0,0.0,0.0,0.0,,6,524,0
1279,3,0,1,43,0,1259.0,0.0,0.0,963.0,0.0,,6,524,0
1283,1,0,1,18,0,798.0,2.0,0.0,8.0,0.0,,7,441,1
1284,1,1,2,38,0,0.0,0.0,0.0,0.0,0.0,,7,436,0
1286,1,1,1,28,0,0.0,0.0,0.0,0.0,0.0,,7,437,0
1287,1,0,1,19,0,0.0,0.0,0.0,802.0,7.0,,7,445,1
1288,1,0,2,45,0,3.0,31.0,60.0,515.0,0.0,,6,531,0
1289,1,0,1,27,0,0.0,0.0,1388.0,0.0,15.0,,6,531,0
1290,1,1,3,15,0,0.0,0.0,0.0,0.0,0.0,,7,440,0
1291,1,0,1,22,0,0.0,130.0,39.0,457.0,0.0,,7,441,0
1292,1,0,1,23,0,0.0,102.0,0.0,0.0,587.0,,6,574,1
1293,2,0,1,32,0,0.0,442.0,0.0,1700.0,315.0,,3,101,0
1294,1,0,1,15,0,0.0,34.0,861.0,0.0,47.0,,7,445,0
1295,2,1,1,30,1,0.0,0.0,0.0,0.0,0.0,,1,33,0
1296,1,0,1,60,0,454.0,1.0,91.0,1.0,227.0,,6,577,1
1299,3,0,1,24,0,915.0,0.0,67.0,0.0,67.0,,5,170,1
1301,3,0,1,20,0,1.0,0.0,2638.0,0.0,0.0,,6,579,1
1302,3,1,3,19,0,0.0,0.0,0.0,0.0,0.0,,6,579,1
1303,3,0,1,40,0,203.0,2.0,112.0,0.0,1065.0,,6,579,1
1304,3,1,1,14,0,0.0,0.0,0.0,0.0,0.0,,6,579,1
1305,3,1,1,18,0,0.0,0.0,0.0,0.0,0.0,,6,579,1
1306,3,1,3,20,0,0.0,0.0,0.0,0.0,0.0,,5,191,0
1307,2,1,1,35,0,0.0,0.0,0.0,0.0,0.0,,4,84,1
1308,1,1,1,24,0,0.0,0.0,0.0,0.0,0.0,,7,448,0
1309,2,1,3,30,0,0.0,0.0,0.0,0.0,0.0,,3,95,1
1310,2,0,1,44,0,0.0,9662.0,0.0,1.0,1260.0,,3,95,1
1311,1,0,1,42,0,0.0,0.0,85.0,0.0,703.0,,5,172,1
1312,1,1,1,3,0,0.0,0.0,0.0,0.0,0.0,,7,456,1
1313,1,0,1,19,0,6.0,697.0,0.0,0.0,0.0,,6,583,1
1314,2,1,1,69,0,0.0,0.0,0.0,0.0,0.0,,4,85,1
1315,1,1,3,50,0,0.0,0.0,0.0,0.0,0.0,,7,451,0
1316,1,0,2,15,0,144.0,0.0,0.0,6.0,379.0,,7,459,1
1317,1,1,1,18,0,0.0,0.0,0.0,0.0,0.0,,7,460,1
1318,1,1,2,25,0,0.0,0.0,0.0,0.0,0.0,,7,461,1
1319,1,1,2,15,0,0.0,0.0,0.0,0.0,0.0,,7,462,1
1320,2,0,3,62,0,0.0,9724.0,0.0,47.0,14.0,,3,106,0
1321,1,0,1,19,0,0.0,9.0,0.0,1118.0,0.0,,6,589,1
1322,1,1,1,29,0,0.0,0.0,0.0,0.0,0.0,,7,463,1
1324,2,1,3,25,0,0.0,0.0,0.0,0.0,0.0,,3,97,1
1326,2,1,1,35,0,0.0,0.0,0.0,0.0,0.0,,1,34,0
1327,2,1,1,61,0,0.0,0.0,0.0,0.0,0.0,,1,34,0
1328,2,1,3,26,0,0.0,0.0,0.0,0.0,0.0,,1,34,0
1330,3,0,1,2,0,0.0,0.0,0.0,0.0,0.0,,6,543,0
1331,3,1,1,0,0,0.0,0.0,0.0,0.0,0.0,,6,543,0
1332,3,0,1,26,0,1208.0,90.0,1.0,0.0,0.0,,5,192,0
1333,3,1,1,6,0,0.0,0.0,0.0,0.0,0.0,,6,543,0
1334,1,0,3,23,0,5.0,0.0,0.0,49.0,668.0,,6,590,1
1336,3,0,1,18,0,2366.0,0.0,238.0,0.0,0.0,,6,548,0
1337,1,1,1,7,0,0.0,0.0,0.0,0.0,0.0,,7,453,0
1338,1,1,1,3,0,0.0,0.0,0.0,0.0,0.0,,7,453,0
1340,1,0,1,37,0,0.0,0.0,1631.0,0.0,75.0,,7,453,0
1343,3,0,1,20,0,91.0,0.0,10.0,1187.0,0.0,,6,549,0
1344,3,0,1,32,0,2436.0,0.0,18.0,9.0,0.0,,6,596,1
1345,1,0,1,34,0,0.0,0.0,573.0,214.0,0.0,,5,195,0
1346,2,1,3,47,0,0.0,0.0,0.0,0.0,0.0,,3,111,0
1347,1,0,1,23,0,11.0,0.0,0.0,0.0,1281.0,,6,550,0
1348,2,0,1,22,0,0.0,4313.0,0.0,0.0,25.0,,2,90,1
1349,2,1,1,35,0,0.0,0.0,0.0,0.0,0.0,,2,90,1
1351,2,0,1,36,0,86.0,290.0,2271.0,2184.0,91.0,,3,99,1
1352,2,1,1,32,0,0.0,0.0,0.0,0.0,0.0,,3,99,1
1353,1,1,1,29,0,0.0,0.0,0.0,0.0,0.0,,7,465,0
1354,2,1,1,19,0,0.0,0.0,0.0,0.0,0.0,,2,91,1
1355,3,1,1,45,0,0.0,0.0,0.0,0.0,0.0,,6,554,0
1357,1,0,1,14,0,890.0,0.0,75.0,0.0,0.0,,6,605,1
1358,2,0,3,22,0,0.0,562.0,0.0,0.0,3808.0,,2,108,0
1359,1,0,1,31,0,0.0,0.0,0.0,234.0,572.0,,6,607,1
1360,3,0,1,25,0,1.0,72.0,1202.0,33.0,0.0,,6,608,1
1361,1,0,1,15,0,19.0,3673.0,173.0,0.0,314.0,,7,466,0
1362,3,0,1,28,0,2521.0,0.0,303.0,8.0,0.0,,6,556,0
1363,1,1,1,34,0,0.0,0.0,0.0,0.0,0.0,,7,475,1
1364,1,0,1,28,0,743.0,27.0,10.0,0.0,17.0,,6,612,1
1368,1,0,1,48,0,0.0,0.0,889.0,0.0,0.0,,7,476,1
1369,1,0,1,25,0,1722.0,906.0,0.0,0.0,1.0,,6,616,1
1370,1,0,1,24,0,646.0,202.0,0.0,3.0,2.0,,7,480,1
1371,1,0,1,20,0,0.0,822.0,0.0,65.0,0.0,,7,480,1
1372,1,0,1,46,0,0.0,7.0,327.0,0.0,508.0,,7,480,1
1373,1,1,1,40,0,0.0,0.0,0.0,0.0,0.0,,7,481,1
1375,1,0,3,56,0,0.0,88.0,0.0,882.0,207.0,,6,618,1
1377,1,1,1,35,0,0.0,0.0,0.0,0.0,0.0,,7,484,1
1378,1,0,1,15,0,152.0,630.0,124.0,1.0,0.0,,7,471,0
1380,1,0,1,24,0,0.0,2.0,70.0,707.0,7.0,,5,196,0
1382,2,1,3,34,0,0.0,0.0,0.0,0.0,0.0,,2,110,0
1383,2,1,3,16,0,0.0,0.0,0.0,0.0,0.0,,2,110,0
1384,2,1,3,55,0,0.0,0.0,0.0,0.0,0.0,,2,110,0
1385,2,0,3,27,0,0.0,49.0,77.0,2427.0,3590.0,,2,110,0
1386,1,0,1,44,0,48.0,207.0,10.0,443.0,2.0,,6,625,1
1387,1,0,1,17,0,75.0,0.0,816.0,0.0,265.0,,6,625,1
1388,1,0,2,17,0,546.0,0.0,0.0,0.0,203.0,,6,625,1
1389,3,0,1,36,0,3.0,0.0,345.0,1.0,960.0,,6,565,0
1390,1,0,1,18,0,0.0,0.0,111.0,451.0,82.0,,6,566,0
1391,1,1,2,14,0,0.0,0.0,0.0,0.0,0.0,,7,487,1
1392,1,0,1,21,0,0.0,680.0,0.0,0.0,13.0,,6,567,0
1393,1,0,3,26,0,783.0,40.0,77.0,6.0,0.0,,5,184,1
1395,3,0,1,21,0,1214.0,0.0,88.0,1296.0,0.0,,6,569,0
1396,2,1,3,25,0,0.0,0.0,0.0,0.0,0.0,,2,95,1
1397,2,0,1,27,0,0.0,4.0,549.0,2928.0,354.0,,2,95,1
1398,2,0,3,25,0,0.0,2037.0,2.0,0.0,2166.0,,2,95,1
1399,2,1,1,43,0,0.0,0.0,0.0,0.0,0.0,,2,95,1
1400,3,0,1,35,0,1228.0,0.0,1923.0,19.0,2.0,,4,91,1
1401,1,0,2,21,0,0.0,0.0,0.0,95.0,642.0,,6,628,1
1402,1,0,1,23,0,1.0,0.0,0.0,445.0,0.0,,7,488,1
1405,2,1,1,21,0,0.0,0.0,0.0,0.0,0.0,,4,92,1
1406,2,0,1,39,0,0.0,2061.0,18.0,443.0,157.0,,4,92,1
1407,2,1,3,22,0,0.0,0.0,0.0,0.0,0.0,,4,92,1
1408,2,1,3,40,0,0.0,0.0,0.0,0.0,0.0,,4,92,1
1409,1,1,1,25,0,0.0,0.0,0.0,0.0,0.0,,7,489,1
1410,1,0,1,6,0,0.0,0.0,0.0,0.0,0.0,,7,490,1
1411,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,,7,490,1
1412,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,,7,490,1
1415,1,1,1,22,0,0.0,0.0,0.0,0.0,0.0,,7,494,1
1416,3,1,3,18,0,0.0,0.0,0.0,0.0,0.0,,6,633,1
1417,3,0,1,49,0,0.0,0.0,0.0,0.0,0.0,,5,188,1
1418,2,1,3,27,0,0.0,0.0,0.0,0.0,0.0,,3,104,1
1419,2,1,1,40,0,0.0,0.0,0.0,0.0,0.0,,3,104,1
1423,1,0,1,33,0,1726.0,0.0,2.0,0.0,50.0,,7,495,1
1424,1,0,1,42,0,56.0,3.0,0.0,1771.0,514.0,,7,496,1
1425,2,0,1,27,0,0.0,351.0,0.0,3829.0,76.0,,3,116,0
1426,1,1,1,16,0,0.0,0.0,0.0,0.0,0.0,,7,497,1
1428,1,0,1,31,0,885.0,0.0,0.0,0.0,22.0,,7,481,0
1429,2,1,1,62,0,0.0,0.0,0.0,0.0,0.0,,2,100,1
1430,1,0,2,43,0,472.0,52.0,160.0,0.0,0.0,,6,582,0
1431,3,1,3,57,0,0.0,0.0,0.0,0.0,0.0,,6,639,1
1432,1,0,2,23,0,0.0,0.0,1342.0,7.0,0.0,,6,583,0
1433,1,0,3,20,0,107.0,476.0,982.0,20.0,0.0,,6,641,1
1434,2,1,3,21,0,0.0,0.0,0.0,0.0,0.0,,2,114,0
1435,2,1,3,27,0,0.0,0.0,0.0,0.0,0.0,,2,114,0
1436,2,0,3,31,0,0.0,573.0,0.0,15733.0,32.0,,3,117,0
1437,2,0,1,31,1,0.0,998.0,103.0,15255.0,432.0,,3,117,0
1438,2,1,1,24,0,0.0,0.0,0.0,0.0,0.0,,3,117,0
1439,2,0,1,27,0,0.0,2995.0,0.0,5534.0,4484.0,,3,117,0
1440,1,0,1,28,0,0.0,488.0,307.0,9.0,0.0,,6,643,1
1441,3,1,1,44,0,0.0,0.0,0.0,0.0,0.0,,5,202,0
1442,1,1,1,19,0,0.0,0.0,0.0,0.0,0.0,,7,484,0
1444,1,0,1,65,0,19.0,33.0,168.0,62.0,1387.0,,5,195,1
1445,3,0,1,73,0,1858.0,0.0,382.0,8.0,329.0,,4,104,0
1447,2,0,1,25,0,0.0,4827.0,0.0,75.0,1919.0,,3,105,1
1449,1,0,1,34,0,2.0,768.0,8.0,0.0,0.0,,6,587,0
1451,1,1,1,53,0,0.0,0.0,0.0,0.0,0.0,,7,508,1
1452,1,0,1,18,0,2.0,807.0,0.0,0.0,0.0,,7,487,0
1453,1,1,2,40,0,0.0,0.0,0.0,0.0,0.0,,7,489,0
1455,3,0,1,45,0,951.0,93.0,0.0,0.0,194.0,,6,647,1
1456,3,0,1,32,0,3337.0,6.0,1.0,0.0,0.0,,4,99,1
1458,2,1,3,65,0,0.0,0.0,0.0,0.0,0.0,,3,106,1
1459,1,0,1,20,0,0.0,0.0,977.0,0.0,4.0,,5,205,0
1460,1,0,3,18,0,298.0,0.0,0.0,342.0,0.0,,6,650,1
1461,1,1,2,18,0,0.0,0.0,0.0,0.0,0.0,,6,651,1
1463,3,1,1,25,0,0.0,0.0,0.0,0.0,0.0,,6,590,0
1464,1,0,1,13,0,0.0,6.0,316.0,401.0,0.0,,6,593,0
1466,1,0,1,22,0,0.0,902.0,2.0,0.0,0.0,,6,595,0
1467,1,0,1,22,0,0.0,0.0,0.0,381.0,403.0,,7,493,0
1469,2,1,3,14,0,0.0,0.0,0.0,0.0,0.0,,3,107,1
1470,1,0,1,44,0,126.0,0.0,4.0,655.0,0.0,,7,497,0
1471,1,1,3,10,0,0.0,0.0,0.0,0.0,0.0,,7,497,0
1472,1,1,1,37,0,0.0,0.0,0.0,0.0,0.0,,7,498,0
1473,2,1,3,37,0,0.0,0.0,0.0,0.0,0.0,,2,103,1
1478,1,0,1,15,0,193.0,84.0,0.0,592.0,6.0,,6,597,0
1480,1,1,1,27,0,0.0,0.0,0.0,0.0,0.0,,7,501,0
1481,1,1,1,33,0,0.0,0.0,0.0,0.0,0.0,,7,503,0
1483,3,1,1,22,0,0.0,0.0,0.0,0.0,0.0,,6,662,1
1484,1,0,1,19,0,273.0,566.0,0.0,68.0,0.0,,7,518,1
1486,2,0,3,31,0,45.0,3150.0,0.0,1656.0,0.0,,1,26,1
1487,3,0,1,41,0,25.0,0.0,84.0,0.0,1239.0,,6,602,0
1488,3,1,1,48,0,0.0,0.0,0.0,0.0,0.0,,5,210,0
1491,2,0,1,38,0,320.0,4398.0,0.0,250.0,137.0,,3,108,1
1492,1,0,2,21,0,0.0,1.0,673.0,24.0,1.0,,7,519,1
1493,1,0,2,20,0,2.0,0.0,1008.0,1090.0,1.0,,6,671,1
1494,2,0,1,27,0,0.0,11293.0,0.0,297.0,4736.0,,8,4,1
1495,3,1,1,33,0,0.0,0.0,0.0,0.0,0.0,,6,605,0
1497,3,1,1,23,0,0.0,0.0,0.0,0.0,0.0,,6,608,0
1498,3,0,3,22,0,2545.0,0.0,460.0,7.0,0.0,,4,105,0
1499,1,1,3,13,0,0.0,0.0,0.0,0.0,0.0,,7,514,0
1500,1,0,3,24,0,0.0,981.0,156.0,14.0,0.0,,6,675,1
1501,1,0,1,32,0,26.0,0.0,129.0,0.0,712.0,,5,199,1
1502,3,0,1,17,0,33.0,8.0,199.0,0.0,808.0,,5,201,1
1503,2,1,1,28,0,0.0,0.0,0.0,0.0,0.0,,1,38,0
1504,2,1,1,46,0,0.0,0.0,0.0,0.0,0.0,,1,38,0
1505,2,1,3,18,0,0.0,0.0,0.0,0.0,0.0,,1,38,0
1506,1,0,1,24,0,26.0,0.0,676.0,121.0,0.0,,6,611,0
1507,1,0,1,20,0,0.0,0.0,243.0,21.0,2149.0,,6,611,0
1508,1,0,1,17,0,0.0,880.0,0.0,0.0,44.0,,6,612,0
1509,1,0,1,44,0,0.0,0.0,0.0,0.0,803.0,,6,678,1
1510,1,0,2,34,0,1.0,874.0,0.0,51.0,0.0,,7,527,1
1511,1,0,2,19,0,149.0,0.0,37.0,173.0,308.0,,6,679,1
1512,1,0,1,28,0,0.0,0.0,1.0,0.0,739.0,,6,680,1
1514,2,0,3,57,0,0.0,6290.0,0.0,5156.0,0.0,,3,109,1
1516,3,0,1,18,0,1454.0,15.0,117.0,0.0,0.0,,5,218,0
1517,2,0,1,28,1,59.0,152.0,0.0,23.0,3656.0,,2,119,0
1518,2,0,3,6,0,0.0,0.0,0.0,0.0,0.0,,2,119,0
1519,2,1,3,53,0,0.0,0.0,0.0,0.0,0.0,,2,119,0
1520,2,0,1,6,0,0.0,0.0,0.0,0.0,0.0,,2,119,0
1521,3,0,1,33,0,162.0,354.0,149.0,57.0,0.0,,6,682,1
1522,2,1,3,43,0,0.0,0.0,0.0,0.0,0.0,,1,28,1
1523,1,0,1,44,0,0.0,0.0,0.0,0.0,3762.0,,7,520,0
1525,3,1,3,37,0,0.0,0.0,0.0,0.0,0.0,,6,618,0
1526,3,0,1,55,0,6438.0,0.0,1425.0,208.0,0.0,,5,220,0
1527,3,1,1,40,0,0.0,0.0,0.0,0.0,0.0,,5,220,0
1529,3,1,1,24,0,0.0,0.0,0.0,0.0,0.0,,6,685,1
1530,3,1,1,53,0,0.0,0.0,0.0,0.0,0.0,,6,622,0
1531,3,0,1,61,0,2647.0,0.0,0.0,0.0,127.0,,4,106,0
1532,1,1,1,17,0,0.0,0.0,0.0,0.0,0.0,,7,523,0
1533,1,0,1,20,0,0.0,0.0,0.0,784.0,0.0,,7,526,0
1534,1,0,1,22,0,0.0,42.0,0.0,19.0,709.0,,7,527,0
1537,1,0,1,23,0,2.0,1447.0,0.0,0.0,0.0,,6,628,0
1538,2,0,3,33,0,0.0,2455.0,0.0,5252.0,159.0,,2,124,0
1539,2,0,3,26,0,53.0,7.0,0.0,3752.0,16.0,,2,124,0
1540,3,1,1,33,0,0.0,0.0,0.0,0.0,0.0,,6,629,0
1541,1,0,1,39,0,0.0,840.0,0.0,0.0,0.0,,7,545,1
1542,1,1,2,47,0,0.0,0.0,0.0,0.0,0.0,,7,529,0
1543,1,0,1,33,0,399.0,24.0,0.0,364.0,0.0,,5,223,0
1544,3,0,1,40,0,9.0,1.0,79.0,775.0,156.0,,5,204,1
1546,2,0,3,26,0,1.0,485.0,0.0,12842.0,0.0,,3,124,0
1547,2,1,1,24,0,0.0,0.0,0.0,0.0,0.0,,2,126,0
1550,1,0,3,33,0,1641.0,0.0,8.0,8.0,0.0,,5,224,0
1553,2,0,3,45,0,64.0,7980.0,0.0,1.0,1470.0,,2,127,0
1554,2,0,3,58,0,0.0,2696.0,0.0,2882.0,1563.0,,2,127,0
1556,1,0,3,36,0,0.0,0.0,685.0,11.0,8.0,,6,634,0
1557,2,0,1,35,0,0.0,842.0,9.0,2061.0,547.0,,5,226,0
1558,1,1,2,23,0,0.0,0.0,0.0,0.0,0.0,,7,548,1
1560,1,0,1,24,0,684.0,0.0,87.0,0.0,0.0,,7,549,1
1561,2,0,1,43,0,0.0,20809.0,13.0,3745.0,2862.0,,2,128,0
1562,2,0,1,67,1,0.0,6564.0,4.0,3560.0,243.0,,2,128,0
1563,2,1,1,29,0,0.0,0.0,0.0,0.0,0.0,,2,129,0
1565,3,1,1,18,0,0.0,0.0,0.0,0.0,0.0,,5,228,0
1566,3,1,3,35,0,0.0,0.0,0.0,0.0,0.0,,5,228,0
1568,3,1,1,19,0,0.0,0.0,0.0,0.0,0.0,,5,228,0
1571,3,0,1,41,0,1545.0,0.0,8.0,0.0,9.0,,5,228,0
1572,2,0,1,26,0,172.0,7508.0,1698.0,109.0,11333.0,,5,229,0
1573,1,1,1,37,0,0.0,0.0,0.0,0.0,0.0,,7,538,0
1574,3,0,1,26,0,493.0,0.0,774.0,9.0,20.0,,5,206,1
1575,3,0,1,21,0,1693.0,1.0,15.0,0.0,0.0,,6,695,1
1576,1,0,2,45,0,0.0,0.0,1320.0,0.0,3.0,,6,637,0
1577,1,0,1,28,0,293.0,588.0,0.0,2.0,0.0,,7,552,1
1579,1,0,1,35,0,111.0,420.0,271.0,1.0,0.0,,6,640,0
1581,1,1,1,7,0,0.0,0.0,0.0,0.0,0.0,,7,555,1
1582,3,0,3,15,0,3859.0,1.0,4410.0,0.0,0.0,,5,208,1
1583,1,0,1,26,0,1260.0,0.0,0.0,0.0,396.0,,5,230,0
1585,1,0,1,24,0,330.0,47.0,356.0,0.0,0.0,,6,644,0
1586,1,0,1,77,0,0.0,0.0,64.0,712.0,0.0,,6,644,0
1587,3,0,1,22,0,446.0,0.0,1630.0,0.0,0.0,,5,232,0
1589,3,0,1,20,0,1481.0,0.0,2183.0,24.0,5.0,,6,645,0
1590,3,0,1,47,0,1696.0,10.0,48.0,0.0,0.0,,6,645,0
1592,3,1,1,9,0,0.0,0.0,0.0,0.0,0.0,,6,645,0
1593,3,0,1,19,0,1954.0,0.0,508.0,0.0,0.0,,6,645,0
1594,1,0,1,44,0,0.0,1.0,574.0,1788.0,0.0,,7,560,1
1595,2,0,1,41,1,0.0,2872.0,0.0,6386.0,1113.0,,2,108,1
1596,1,1,1,53,0,0.0,0.0,0.0,0.0,0.0,,7,550,0
1597,2,1,1,27,0,0.0,0.0,0.0,0.0,0.0,,5,235,0
1598,1,0,1,20,0,43.0,0.0,9.0,707.0,7.0,,7,563,1
1599,1,1,3,23,0,0.0,0.0,0.0,0.0,0.0,,7,552,0
1600,3,0,1,20,0,0.0,0.0,0.0,0.0,0.0,,5,236,0
1602,1,0,2,51,0,0.0,12.0,0.0,0.0,603.0,,7,566,1
1605,1,0,1,18,0,0.0,0.0,0.0,716.0,0.0,,6,651,0
1606,1,0,2,19,0,6.0,148.0,936.0,0.0,131.0,,6,652,0
1608,1,0,1,29,0,47.0,29.0,16.0,3762.0,0.0,,7,570,1
1609,1,0,1,18,0,1.0,1.0,714.0,0.0,0.0,,6,713,1
1610,3,0,1,22,0,930.0,0.0,45.0,6307.0,10.0,,6,714,1
1611,3,0,3,43,0,209.0,1977.0,188.0,6.0,0.0,,4,109,1
1612,1,0,2,24,0,0.0,0.0,93.0,506.0,174.0,,7,564,0
1613,3,0,1,25,0,1253.0,0.0,379.0,966.0,0.0,,6,715,1
1614,1,0,1,20,0,2.0,6.0,7.0,0.0,2413.0,,6,716,1
1616,1,0,1,32,0,0.0,1001.0,8.0,0.0,0.0,,6,721,1
1617,2,0,1,51,0,0.0,526.0,0.0,4467.0,138.0,,2,112,1
1618,2,0,1,22,0,1.0,3748.0,2718.0,217.0,11.0,,4,112,1
1619,1,0,2,22,0,674.0,0.0,0.0,11.0,0.0,,6,657,0
1620,1,0,2,30,0,37.0,938.0,1.0,472.0,0.0,,6,658,0
1621,1,0,1,23,0,337.0,14.0,0.0,884.0,0.0,,6,659,0
1622,1,0,1,61,0,5.0,740.0,0.0,47.0,0.0,,5,210,1
1623,1,0,1,24,0,0.0,0.0,0.0,0.0,645.0,,6,724,1
1624,1,0,1,19,0,0.0,810.0,0.0,77.0,62.0,,6,660,0
1626,2,0,1,29,1,0.0,3285.0,0.0,0.0,8.0,,1,32,1
1628,2,0,1,26,0,0.0,11143.0,0.0,628.0,6076.0,,2,133,0
1629,1,1,3,58,0,0.0,0.0,0.0,0.0,0.0,,7,565,0
1630,2,1,3,60,0,0.0,0.0,0.0,0.0,0.0,,2,134,0
1631,2,1,1,13,0,0.0,0.0,0.0,0.0,0.0,,2,134,0
1632,2,0,3,39,1,0.0,3376.0,0.0,2287.0,0.0,,2,134,0
1633,2,1,3,35,0,0.0,0.0,0.0,0.0,0.0,,2,134,0
1634,1,0,1,21,0,0.0,0.0,0.0,922.0,0.0,,6,726,1
1635,1,0,1,37,0,1.0,6.0,1072.0,0.0,0.0,,6,663,0
1636,1,1,2,31,0,0.0,0.0,0.0,0.0,0.0,,7,567,0
1637,1,0,1,20,0,136.0,0.0,15.0,419.0,0.0,,6,665,0
1638,3,0,1,27,0,1023.0,531.0,245.0,734.0,65.0,,6,728,1
1639,3,1,1,40,0,0.0,0.0,0.0,0.0,0.0,,6,730,1
1641,2,0,3,36,0,0.0,2384.0,0.0,10232.0,243.0,,3,128,0
1642,1,0,1,19,0,0.0,0.0,223.0,0.0,769.0,,5,240,0
1643,1,0,2,22,0,0.0,0.0,282.0,407.0,0.0,,6,670,0
1644,1,0,1,15,0,28.0,1.0,806.0,0.0,57.0,,7,569,0
1645,1,0,3,18,0,67.0,8.0,1188.0,667.0,0.0,,6,671,0
1646,2,0,1,25,0,55.0,173.0,5.0,3769.0,103.0,,4,114,1
1648,1,0,1,53,0,42.0,0.0,0.0,25.0,742.0,,7,571,0
1650,1,0,1,19,0,1194.0,4.0,21.0,0.0,223.0,,6,736,1
1651,1,1,2,21,0,0.0,0.0,0.0,0.0,0.0,,7,575,0
1652,1,0,1,20,0,82.0,503.0,69.0,94.0,24.0,,7,576,0
1653,2,0,3,56,0,977.0,806.0,0.0,3744.0,361.0,,2,137,0
1654,2,0,3,64,0,0.0,2404.0,9.0,0.0,77.0,,4,114,0
1656,2,0,1,36,0,3635.0,804.0,0.0,3.0,100.0,,3,129,0
1657,3,0,1,51,0,914.0,140.0,2.0,0.0,0.0,,4,115,0
1659,1,1,3,21,0,0.0,0.0,0.0,0.0,0.0,,7,578,0
1660,1,0,3,50,0,793.0,0.0,0.0,1.0,0.0,,6,677,0
1661,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,7,578,0
1662,1,0,1,34,0,1043.0,0.0,70.0,744.0,0.0,,6,744,1
1664,1,1,2,11,0,0.0,0.0,0.0,0.0,0.0,,7,587,1
1667,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,,7,587,1
1668,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,,7,587,1
1669,1,0,1,23,0,0.0,4.0,737.0,309.0,558.0,,5,213,1
1670,2,0,1,27,0,0.0,3354.0,23.0,220.0,877.0,,3,117,1
1672,1,0,1,34,0,270.0,0.0,56.0,549.0,13.0,,7,591,1
1673,1,0,3,2,0,0.0,0.0,0.0,0.0,0.0,,7,591,1
1674,1,1,1,11,0,0.0,0.0,0.0,0.0,0.0,,7,591,1
1675,1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,,7,591,1
1676,1,1,1,13,0,0.0,0.0,0.0,0.0,0.0,,7,591,1
1677,1,0,1,41,0,0.0,18.0,50.0,1317.0,0.0,,6,746,1
1678,1,0,3,11,0,0.0,0.0,0.0,0.0,0.0,,7,591,1
1679,3,1,1,52,0,0.0,0.0,0.0,0.0,0.0,,6,679,0
1680,3,1,1,15,0,0.0,0.0,0.0,0.0,0.0,,6,679,0
1682,1,0,1,23,0,0.0,414.0,0.0,1.0,286.0,,6,681,0
1683,1,0,1,34,0,0.0,461.0,0.0,0.0,424.0,,7,585,0
1684,1,0,1,9,0,0.0,0.0,0.0,0.0,0.0,,7,585,0
1685,1,0,1,25,0,12.0,1.0,0.0,1045.0,33.0,,6,683,0
1686,2,1,3,38,0,0.0,0.0,0.0,0.0,0.0,,1,41,0
1687,2,0,3,42,1,0.0,2227.0,76.0,2140.0,5513.0,,1,41,0
1689,2,0,1,18,0,244.0,256.0,0.0,2675.0,89.0,,1,41,0
1690,3,0,1,42,0,1853.0,7.0,37.0,0.0,0.0,,6,750,1
1691,3,0,1,40,0,1114.0,0.0,193.0,0.0,1.0,,6,750,1
1692,1,0,1,28,0,0.0,0.0,949.0,0.0,0.0,,6,751,1
1693,2,0,1,56,0,0.0,7748.0,0.0,0.0,1.0,,3,130,0
1694,1,0,1,22,0,9.0,0.0,485.0,0.0,272.0,,7,587,0
1696,1,1,3,35,0,0.0,0.0,0.0,0.0,0.0,,7,588,0
1697,1,0,1,36,0,504.0,49.0,0.0,87.0,83.0,,6,684,0
1698,3,0,1,34,0,1604.0,309.0,1.0,0.0,236.0,,5,243,0
1699,1,0,1,22,0,768.0,0.0,0.0,0.0,38.0,,6,685,0
1700,1,1,1,21,0,0.0,0.0,0.0,0.0,0.0,,7,590,0
1701,2,0,1,16,0,7.0,1879.0,0.0,28.0,2186.0,,3,131,0
