,0_pre-RR,0_post-RR,0_pPeak,0_tPeak,0_rPeak,0_sPeak,0_qPeak,0_qrs_interval,0_pq_interval,0_qt_interval,0_qrs_morph4,1_pPeak,1_tPeak,1_rPeak,1_sPeak,1_qPeak,1_qrs_interval,1_pq_interval,1_qt_interval,1_st_interval
14531,231,301.0,-9.975935625453271e-05,0.7478949887145085,0.7379779864782541,0.7379779864782541,-0.0044092235763705,15,5,21,0.5440653833338562,-0.0082206026354933,0.1081780803372862,-0.0594061972802245,-0.3248828902455271,-0.0594061972802245,10,12,34,12
15892,197,203.0,-0.2958154940616794,0.988780164547726,2.0055086726730327,-1.8306130263875988,-0.3045419324433672,38,3,119,0.17665076709549,0.2911060701147631,1.790366090172314,-2.266159063866538,-2.266159063866538,-2.807393439242932,6,13,38,19
21708,213,216.0,0.3313714531437924,0.3168527683478387,1.3385103494917834,-0.8784894465672095,-0.1900429049852571,39,26,157,0.3722237453885907,0.0543305585614523,0.6972015629584466,-0.142549782811495,-1.7515594502660572,-0.142549782811495,9,4,34,21
17258,179,341.0,0.19459489795705,0.2235017090546385,1.343414367601579,-0.6890414812571924,0.0759382617488099,34,23,139,-0.1741561918228507,0.7029314203640763,0.4821765088075602,0.4872453317170884,-0.5522526296675222,-0.5369083139677746,81,87,264,96
18681,137,183.0,0.0938852306624771,-0.1617586306362347,1.1666205075765947,-0.3208342258653477,0.0928380490535005,24,1,35,0.0464483970966211,-0.0129465923503475,0.3290089236683133,-0.4766414393565203,-0.6713539430399025,-0.4766414393565203,3,8,22,11
22583,242,241.0,-0.1057051800829265,-0.4188319112816446,1.3622730044076226,-0.7145343148760084,-0.1068017810564014,26,2,35,0.2576894011649417,-0.0578727670860881,0.5429297860515734,-0.0650337641033116,-0.0650337641033116,-0.0844986719272426,3,8,20,9
2643,275,274.0,0.032092639669752,2.6018916783911905,2.595622453165021,2.595622453165021,0.0318410454987505,17,1,19,1.6843302547885126,0.0286617557059983,0.2264347088840033,-0.4059119718024427,-0.531527407724647,-0.4059119718024427,3,10,30,17
5347,266,241.0,0.0854574935583038,0.2750436710701126,1.2709763387807202,-1.0240874803984488,-0.0192152164147201,38,32,132,-0.1704446688339015,0.1205936379924531,0.2414782069146523,0.1959811444553787,-0.5579735701227985,-0.174368362595261,53,16,89,20
9032,193,260.0,-0.0089916573427933,0.9726747828382288,0.9404963440859784,0.9404963440859784,-0.0397466883580482,10,5,16,0.6803948390351733,-0.0046771314605163,0.0883179386983666,0.0696902167296748,-0.2451264198044931,-0.0240554165051947,23,6,49,20
16965,265,275.0,-0.0684795050018378,1.7816891670198405,1.7578898940402583,1.7578898940402583,-0.0817419454779196,23,6,30,1.0227980794976324,0.1435642441391564,0.7331472147460749,-0.5148428480556538,-0.7191329364303172,-0.5148428480556538,5,10,49,34
204,360,369.0,-0.0627652516739223,0.2507519107053028,1.2966843972246145,-0.4197946976658141,-0.1151616690072007,32,8,132,-0.3868711318200452,-0.0149309006773986,0.0275578876729919,-0.0216300720362606,-0.0541142576718387,-0.0216300720362606,7,10,27,10
7896,208,164.0,0.1027862990091907,1.6045392628599888,1.1758241328233885,1.1758241328233885,-0.051770336750044,28,20,52,0.5348881976528852,0.0109778739529353,0.4803822891262834,-0.6761732308930998,-0.8556574707481329,-0.6761732308930998,6,13,33,14
9833,197,210.0,0.016069401260876,0.764383545904886,0.7554847322465021,0.7554847322465021,0.0069670827934391,12,6,19,0.5216432966680438,0.0137615712856736,0.1104714397490867,-0.0086995969592052,-0.3365613825910284,-0.0086995969592052,10,2,25,13
2014,400,374.0,0.047093158168207,0.0864855447553797,-0.127269856248576,-0.353288449997671,-0.127269856248576,5,6,19,-0.3418912716012769,-0.0266477039316068,-0.5421657107281505,1.3503339176502178,-0.8730119432389254,-0.0354604966121803,46,8,62,8
17289,238,204.0,-0.029547090849491,-0.6401142317639321,1.6918150764640831,-1.0828910161551413,-0.1248115636744036,25,10,43,0.1245041848034583,-0.0434652147463924,0.5752209246575087,0.5548831733572633,0.5548831733572633,-0.0668062813893769,14,10,25,1
17015,302,302.0,-0.0483220297504915,1.5037666396028997,1.5035920255670656,1.5035920255670656,-0.0504361331287039,19,3,23,1.1455104868445518,0.1305565952836624,0.7702308904429656,-0.6807885384623724,-0.8236283538739813,-0.6807885384623724,4,11,50,35
8461,191,202.0,0.269837557302962,0.9575085148606436,0.9218641356722888,0.9218641356722888,-0.2786711016817164,89,28,119,0.2697432927726956,0.0529602728281843,0.3947000314138504,-0.709388523957678,-0.7553858382051647,-0.709388523957678,3,19,43,21
19675,239,257.0,0.0299379092388857,0.0963731405302541,0.4644578403923417,-0.4411064968110923,-0.014025025446648,23,6,59,-0.0768925144806318,0.019490487262243,0.4630609911903529,0.0345397989276241,-0.4670815029733595,0.0170514557582308,17,3,31,11
1974,256,256.0,-0.1151377806847676,-0.1371820390876757,0.5116691029510726,-0.6112934017901023,-0.1168326924672704,33,3,48,0.2107583470808965,0.0095134361170195,0.0045126109418491,0.0071795378069141,0.004422099546947,0.0071795378069141,3,2,6,1
162,379,373.0,-0.0664330152443169,0.2392231947310211,1.3280163335705713,-0.4340731506608324,-0.0985877251137433,33,6,133,-0.3962203050244648,0.0393100686689489,0.0243662353958485,-0.0080495190947306,-0.0570911296293105,-0.0080495190947306,8,15,32,9
4998,195,135.0,0.3957299334916894,0.2149516950814747,0.2501753043873031,-0.2452649240042959,0.1642038296644636,24,10,114,-0.2128900882033326,-0.0247928370861559,0.0269428124171742,-0.1064955246693544,-0.1064955246693544,-0.1435402953205429,2,7,15,6
20596,282,268.0,0.0408377831957293,0.080186094656001,0.5383495582829843,-0.5228028169690876,0.0393259021959344,27,3,59,0.0834807702833508,0.0491151159284956,0.3788421601967826,0.0426641404638323,-0.3519535053315742,0.0076377201506402,18,18,49,13
9557,182,183.0,-0.0180919630560928,0.8015247917557394,0.7976364302458062,0.7976364302458062,-0.0209459236456477,11,2,14,0.4981879825411314,-0.0128659387297701,0.0906575153176916,-0.0320397931392643,-0.2729506773418318,-0.0320397931392643,8,2,23,13
4713,476,441.0,0.0647740140138666,-0.2507428162808892,0.7477581045996966,-0.4117433611581355,-0.0890065254356083,50,28,85,0.6805205772457537,0.0436037295913761,0.3264218449249693,-0.7182354042117166,-0.8201968699370557,-0.7182354042117166,2,10,24,12
9067,229,226.0,-0.0549051513211057,0.9805651493455594,0.9149389894879042,0.9149389894879042,-0.0549667327223536,11,1,13,0.4587480107482459,0.0114949996493528,0.0626604095060312,0.118385693892715,-0.200552935093092,-0.0089996245143568,32,7,64,25
1431,262,263.0,-0.0263367742360275,0.3876412060001664,1.1108652731048403,-1.2037669938044748,-0.041047917140315,39,5,139,-0.5035974947347995,0.0973369018186339,0.5675097192482123,-0.6028158245831912,-0.9251343500562648,-0.6028158245831912,5,11,52,36
15261,211,256.0,0.0795835717870479,-0.4319499354195522,0.974871261928549,-0.526959590947259,-0.0096612747278124,35,23,65,0.2344070041638095,0.0355596259932145,0.0863566401670336,-0.1347527956597102,-0.3138079224645588,-0.1347527956597102,6,10,31,15
12835,431,418.0,-0.1020627346692398,0.0721362915618044,0.4953611337706483,-0.8903401873762808,-0.1319048124577495,36,7,56,0.3344913926563984,-0.1123717328087283,-0.1904366656716942,1.038951160388775,-0.8090848998624108,-0.1145869820767361,29,3,42,10
13975,97,262.0,0.1787069073232303,1.0456756021078326,-0.9272319291892188,-1.7888396533436213,-0.9272319291892188,5,9,49,-1.723732718665111,0.0109693318792452,0.0729834845743207,-0.1062003238177725,-0.1062003238177725,-0.1062003238177725,0,33,53,20
21675,168,249.0,0.457018208010655,0.7074729509326861,1.5811931512865387,-1.6224014311903527,0.2473840497275209,54,36,175,-0.7310627840782722,0.7295314819662834,0.3979013822009525,0.9346672966571477,-1.0888951356187504,-0.4027822090324793,66,86,234,82
7710,156,315.0,0.2037059189128567,0.3035658627903121,1.0719978896266995,-1.1861560470957278,0.1861016257149171,64,12,149,0.2660466932785492,-0.185293936517974,0.7341625401333641,-0.7769142724418131,-0.8576459902902961,-0.7769142724418131,4,20,59,35
7736,161,296.0,0.2776765391550971,1.0610912184117334,1.0539612518458823,1.0539612518458823,0.1722859782539905,28,42,71,0.8714960836095601,-0.1592223398673146,0.7350370137032112,-0.7348035969373661,-0.7929254042237931,-0.7348035969373661,4,19,56,33
4283,284,281.0,-0.1256821050380632,-0.590548992901503,1.4407951229984255,-0.7395348333616086,-0.2096320864118416,28,7,42,0.2280116683095976,-0.0037122441727255,0.0009704433394785,0.358483502714405,-0.0369508595473672,-0.0092152878199289,20,3,26,3
7531,178,276.0,0.2102458877667478,0.4339146285884216,1.0394404287212895,-1.213398076196024,-0.1606692353711905,104,28,210,0.3189258612433234,0.0189526029749194,0.2276205970016124,-0.7030290983853281,-0.7568318983200862,-0.7030290983853281,4,23,47,20
14139,187,306.0,0.167017816789497,1.0291868214110254,-1.0915390232967055,-1.856764341718163,-1.0915390232967055,5,12,55,-1.82224108360368,0.0054669452794864,0.3237272728201032,-0.0143818271680841,-0.0143818271680841,-0.0909097259768408,4,21,35,10
17069,290,263.0,-0.0790408600251912,1.6794686586794598,1.6725484637553312,1.6725484637553312,-0.0945126094236928,28,7,36,0.9825885843571518,0.134301429890768,0.72620368210181,-0.6985126891357419,-0.7832366052715717,-0.6985126891357419,3,13,51,35
13493,174,309.0,0.0662615117266231,-0.8842018320786339,1.2731331211038193,-1.3642560713008922,-0.1115131160207211,43,9,64,0.6408191299224285,0.01823872427964,0.1123619577425033,-0.0700317220030194,-0.0713489832891893,-0.0700317220030194,2,28,52,22
10053,189,153.0,-0.0675242631613759,1.439534608701043,1.4028877861762428,1.4028877861762428,-0.0681185144146735,18,2,21,0.546367915325078,-0.0622219900655918,0.0568254322882598,-0.0021883510871955,-0.0021883510871955,-0.0723096379811006,12,5,21,4
10851,177,331.0,0.101421722324906,0.152318374777003,0.6547452025316695,-0.847013087282722,0.030866569836197,26,7,60,-0.4373511426937181,-0.0892211206028337,0.5435329738469515,-0.2470527695235006,-0.834057368326886,-0.2470527695235006,8,12,61,41
3384,477,330.0,-0.106273574906818,1.653405010494053,1.6061846809815838,1.6061846809815838,-0.1271601995954805,12,5,18,1.0470274196316665,-0.080829368643418,0.2265477872023735,0.0774446368635841,-0.7937387580803756,-0.0833826256399214,20,3,40,17
2839,263,258.0,0.1516429165833618,1.276231094601063,1.269966447740893,1.269966447740893,-0.1296141870293015,25,21,47,0.5714178533955218,0.0578836725196773,0.2058966953231135,-0.2602013355911836,-0.4117619310010791,-0.2602013355911836,4,11,32,17
20450,255,274.0,0.0412611742864818,0.7231391826609349,0.6923595560515365,0.6923595560515365,0.0178827846758335,26,7,34,0.162229737996064,0.0179257229680674,0.3412475630933519,-0.0031804695024425,-0.3630463479611204,-0.0031804695024425,10,4,24,10
20703,262,262.0,0.0714602697856658,0.6941383297285104,0.6745446477840511,0.6745446477840511,0.0706631190529342,14,2,17,0.4509873929331693,0.0215432774789026,0.3355605562005193,0.0225868239633561,-0.3060393229308659,0.0028741984960254,16,6,34,12
15078,228,190.0,0.0073484254104577,-0.4177598102052408,0.9026085289747692,-0.5322276535291565,-0.0287980224521705,37,14,59,0.4398093744637342,-0.0408733142882118,0.1469520928259351,-0.1336142487125213,-0.2428899828461659,-0.1336142487125213,7,7,28,14
19715,254,261.0,0.0406349347123469,0.3602643130528695,0.339916260378196,0.339916260378196,0.0226402819470473,12,6,19,0.2109058477306397,0.0167974161868625,0.5620504782749047,-0.0087466088450587,-0.5409719032792529,-0.0087466088450587,11,4,26,11
15941,196,197.0,-0.1520622233974882,-0.7758724416476198,2.095353911338132,-1.1238232015346112,-0.1726310840791592,25,4,38,-0.1950828232103207,0.4143652631981295,0.9347137746795802,-2.178404475110446,-3.004791666891032,-2.178404475110446,4,8,27,15
10595,243,210.0,0.1863322146885576,-0.5082559784748146,1.3548916745202313,-1.0258381158371817,-0.0841742241609891,44,23,76,1.1194506652811609,-0.009252188742539,0.4115930763849458,-0.0568135237905712,-0.8459713805652074,-0.0568135237905712,12,10,40,18
15433,276,198.0,0.0977416309470199,0.1895302292615278,0.9979845192232452,-0.4934222338208708,0.0927299929722873,31,6,124,0.1137127358974473,0.0085505282971102,0.1385533302652064,-0.155127157134378,-0.2164374304730374,-0.155127157134378,6,10,33,17
2096,359,340.0,0.0041712291062977,0.3379002946629826,0.1272272146337742,0.0426017738570126,-0.0051708136847066,33,7,47,0.1234497805072528,-0.045936083300574,-0.7483249628029132,1.637062130997731,-0.9985081669091768,-0.0477428490529649,50,4,62,8
10195,156,153.0,0.2821263290111082,0.998059102254842,-1.0171679584693816,-1.285438133817735,-1.0171679584693816,4,13,40,-1.2612023769845395,0.1554660398744988,0.284861396306953,-0.6057314901383068,-0.6057314901383068,-0.6057314901383068,0,66,93,27
7999,201,304.0,-0.017133025399277,0.9735599827806376,0.9608685721856604,0.9608685721856604,-0.0182386170862068,45,2,48,0.664519651992234,0.0158791481768474,0.75478386119238,-0.7759557030673645,-0.7782064690151985,-0.7759557030673645,1,20,58,37
21095,152,260.0,0.8407772874303165,1.4179883399946405,-1.1208804988547754,-1.9674513428631493,-1.1208804988547754,5,9,47,-1.9239764951928395,-0.311441477679756,0.6429162905670488,-0.4258179246154349,-0.4258179246154349,-0.4409483347587691,2,8,30,20
5017,374,454.0,0.0167789587327004,-0.2776217800601444,0.2642407679590147,-0.6272610711624343,0.0071307057202072,45,8,62,0.1636823010901391,0.0407638145174702,1.03803839084287,0.1188829650737947,-1.4329492303270526,0.0256941259295697,25,6,46,15
17833,253,269.0,0.022031901814164,-0.4124723154840127,1.4119631298574422,-0.7753089767014708,0.0098865772411221,30,16,54,0.3122520963180242,-0.000237399119466,0.1220190694725494,-0.0682684751479132,-0.1029463625164333,-0.0682684751479132,3,12,25,10
18994,207,399.0,-0.0309178410552173,0.5449118754656836,1.51190853081035,-1.2980772478407376,-0.0720046433584436,48,10,159,-0.5347666502688243,-0.0007485217930115,-0.0333394222773373,1.0809123968845105,-0.049037492232741,-1.0504188689425835,45,29,77,3
18284,323,243.0,0.0567786128288855,-0.3337639888340901,1.0317360971435234,-0.5786064321845297,0.0545714649184553,30,4,42,0.3205620034473598,-0.0529000455061091,0.2528713327008839,-0.2135801080407818,-0.255426367562894,-0.2135801080407818,3,12,26,11
2757,271,279.0,0.0363245729918077,-0.5586271442363689,2.7401433773173216,-1.377515075486896,0.034984517467095,26,1,35,1.015515372055541,0.0322309117671156,0.3080719038944307,-0.5824353846428459,-0.7109387926586431,-0.5824353846428459,3,11,31,17
6397,498,239.0,0.0410084945363706,-0.088403752366379,0.5370034500602026,-0.313882668032139,0.0130063282515347,28,17,56,0.0323350850999012,0.0425598974608125,0.8503348866209127,-0.0134285492233432,-0.0134285492233432,-0.0686162256883436,4,12,27,11
10077,174,258.0,-0.1237058364864353,1.4941382944122448,-0.0084299574322543,-0.0084299574322543,-0.1332051485024274,3,3,13,-0.0858392515058562,0.012233884426822,0.1690453024811039,0.1395209069573585,-0.5118761564263783,0.0040522093632024,18,4,34,12
13930,216,212.0,-0.0019192233435194,-0.2911629670312525,0.7501700315724067,-0.7078358594799934,-0.0363821291508104,28,5,43,0.0118805637548118,0.0138362584139043,0.1702725306641421,-0.0481576270523513,-0.319398075600558,-0.0481576270523513,10,12,33,11
14082,205,373.0,0.1432938845501651,1.062188586457059,-1.19218074260288,-1.8543255216480663,-1.19218074260288,5,10,51,-1.852416427879212,-0.0225036123458509,0.451579351711097,-0.0114759462964281,-0.0114759462964281,-0.1405153998783205,5,19,43,19
2097,196,341.0,0.0477445164971112,0.4450293529863335,0.3283792549083592,0.3283792549083592,0.0464078466524117,16,2,22,0.2395378126596854,0.0466489763559931,-0.5462639436740555,1.4920744635193366,-0.8758734563822824,0.0393218385609525,26,3,37,8
8329,293,233.0,0.0422849773813197,-0.3501531902699125,1.221079873174588,-0.770665577695308,-0.1489643988556979,40,30,78,0.8728707412468609,0.0759227437512127,0.1242772148027065,0.0629080570964389,0.0124601370353935,0.0629080570964389,8,14,30,8
9028,223,221.0,-0.0243319126423358,0.9712274041898968,0.9561426120166708,0.9561426120166708,-0.0330198527592639,11,5,17,0.5549491496272392,0.0678431140492395,0.0630036617118605,0.0672532214003752,0.0578436188871381,0.0672532214003752,5,1,9,3
3471,469,346.0,-0.0937797832110492,-0.3340598553936504,1.7358631484382994,-0.766517520931713,-0.1026022026409864,24,4,35,0.2124332509082425,-0.0681658217934046,0.2723123486024227,0.0809663243233458,-0.9202617167338224,-0.0917596820940959,28,7,51,16
12889,432,409.0,-0.0541003629991031,-0.0076444590022617,0.5161859660530217,-0.6005693809623518,-0.0555083669366274,23,2,36,-0.0234532516820591,-0.0596795776686851,-0.2212831218834007,0.9812737810693244,-0.5799931184442795,-0.0677246739261065,24,4,36,8
14472,421,280.0,-0.0255428259161562,-0.340617119346712,0.7447127479484159,-0.6940135753477897,-0.0409006879492256,27,6,42,0.0431064756612491,0.0026399155146148,0.1418397138391257,-0.0521619315389407,-0.3323967330679977,-0.0521619315389407,10,6,26,10
16230,199,202.0,-0.2847999006242504,1.0266841776257385,2.068261985778216,-2.094047795010111,-0.2960331152746747,41,3,122,0.6317834201856112,0.25695679276815,2.0812982045860733,-1.9903496496396933,-1.9903496496396933,-2.8973274259222483,9,14,43,20
18555,165,452.0,0.189979560700726,0.0138950498070915,0.6418196336371776,-0.1278462805034821,0.074909836823797,16,18,41,0.1858092451276796,0.0619005422391382,0.3959870396983164,-0.4258051141643489,-0.7854938146010261,-0.4258051141643489,4,6,21,11
18509,308,283.0,0.1275520878026823,0.211712199957906,-0.0231146665404437,-0.0231146665404437,-0.089445675634778,18,19,44,-0.0365065020153449,0.0812077663512286,0.3905955340534839,-0.2608391197770153,-0.6806809290452818,-0.2608391197770153,5,6,22,11
1733,256,256.0,-0.0822862536174397,-0.1708694586259182,0.6118163692879268,-0.633618840172099,-0.0863393966961676,25,3,40,-0.0695626829957978,0.0056015253194466,0.3029266064295068,-0.0006348398315056,-0.1201615441766813,-0.0006348398315056,8,2,21,11
18394,194,382.0,0.0732769063473047,0.4450363248709496,-0.0501184257825951,-0.0501184257825951,-0.0839140462225427,2,17,26,-0.0800757921036094,0.0536613870135501,0.0791154295830523,-0.1875205042054487,-0.2813604750533316,-0.1875205042054487,3,6,19,10
22411,231,199.0,0.0560843412229556,-0.3714525131508409,1.3364548648154695,-0.5800286429901929,0.0302136694181534,25,5,37,0.1252785656985273,0.0727822651048714,0.4148291428028827,-0.0289575595511455,-0.0289575595511455,-0.043791856645065,4,13,26,9
1283,248,243.0,-0.0304331087266774,0.3664322857651615,1.1293120954997466,-1.1267447279482132,-0.0345789487953072,37,3,125,-0.3286060977926739,0.0860449474518224,0.5029930237625743,-0.5024572771726838,-0.8853695995621611,-0.5024572771726838,5,9,48,34
12485,293,298.0,0.4452302382840148,0.2490754931002362,0.6823210688372713,-0.5690126563709698,0.2865549518384868,25,6,109,-0.3678550628444163,0.032922479471238,0.6350400050032107,-0.3088671719600281,-0.3088671719600281,-0.7402662997992742,9,21,54,24
12448,317,340.0,0.3199167524222718,0.1896504248058843,0.6686895901323618,-0.5780757466892178,0.1423495081754491,22,7,99,-0.2206132095145564,0.0492962979079197,0.6323247353991933,-0.3090189139208005,-0.3090189139208005,-0.7182407229303175,9,27,58,22
10028,158,371.0,0.2688516961316133,1.3489558177308305,1.3019613014758191,1.3019613014758191,-0.1773841711226204,34,31,66,0.3383891252160396,-0.0461149140125745,0.0114994756063923,-0.0114294648445067,-0.0114294648445067,-0.058085380887335,7,6,16,3
1019,396,382.0,0.0458922974202941,0.2730262678165352,-0.3132450703426752,-0.4031866337992938,-0.3132450703426752,5,14,37,-0.3940122250162624,0.0101680276819286,0.8543403746411425,-0.3875819026350107,-0.3875819026350107,-1.173373962405194,9,15,45,21
16184,178,220.0,0.0408404619779709,1.072957543825944,1.837349985289913,-2.285182738738809,-0.3776842719842337,46,12,133,-0.4835280592726088,0.1274120829934206,2.3261072885076834,-2.5386144346989985,-2.5386144346989985,-2.850476835696625,4,13,50,33
20897,272,269.0,0.0698366720566345,0.6536915518431369,0.6299249572417628,0.6299249572417628,0.0587150792146107,13,4,18,0.4102501235199145,-0.0177207696375311,0.3186333447188439,0.0125022414149829,-0.298599177891037,-0.0203765664903387,16,4,32,12
9518,200,191.0,0.0032426174406684,0.0229818182590917,0.9572549794516876,-0.7824108673249949,0.0025517971569323,34,2,46,0.5284446974436081,-0.0049186842611012,0.1100400244823841,-0.0274107965177982,-0.3329414332432562,-0.0274107965177982,9,2,24,13
19194,322,306.0,0.1219065132572004,-0.1075867014451812,0.7953193562191502,-0.241941995012557,-0.1210516933307151,26,16,49,0.2055763741853558,0.2032982464556769,1.180749716910332,-2.0391484822184034,-2.0391484822184034,-2.0391484822184034,0,12,24,12
17520,264,299.0,-0.0369538560899366,-0.6176400822709737,1.8542425161137133,-1.066944885269294,-0.0726198174305227,26,11,45,0.2946495351931215,0.0019376055650983,0.726762069408184,0.713654818363378,0.713654818363378,-0.0167799672159158,21,6,28,1
1651,250,260.0,-0.1029188776898528,-0.0759822707246677,0.4981422338393858,-0.5834732271228591,-0.1066975370236491,26,3,60,0.0583115995234687,0.019360392321556,0.246868837407931,0.0308459162646663,-0.1259463687992869,0.0102825720497523,17,5,33,11
830,434,321.0,-0.17175569261098,1.6819775016343936,1.622374796154629,1.622374796154629,-0.2080097378032405,10,4,15,1.2022742379875766,-0.0473650666347252,0.1353723805798441,-0.112526059041071,-0.112526059041071,-0.1151549957609572,1,12,22,9
1169,370,365.0,0.1628228256736612,0.1654483260534932,-0.21313886588782,-0.5418589150356709,-0.21313886588782,6,15,41,-0.5102442615933722,0.0589665981118094,0.9340833965276322,-0.2908003081834251,-0.2908003081834251,-1.27789475079387,12,18,51,21
10720,213,258.0,0.1027667739636357,-0.4991525396141261,1.370033286831141,-1.0372667421739488,-0.0028126312322918,48,21,78,1.3078536310651423,-0.0430188288253493,0.3718949278553768,-0.1234888986544023,-0.7788650934784436,-0.1234888986544023,11,5,37,21
6256,258,253.0,0.0020121602638395,-0.0800797837091426,0.9068676720072476,-0.3324398669782469,-0.0062063292514784,20,3,31,0.1690229653012304,0.0026623922569144,0.0537535212681256,-0.0169412230809627,-0.1680974454078325,-0.0169412230809627,8,9,24,7
5469,142,203.0,0.0250878448037621,2.5608061268687337,0.3556738610145242,-2.352341086443688,0.0114230866685592,32,6,78,-0.5712992430485102,0.0825214235666177,1.1531650791427903,0.0983833045137941,0.0983833045137941,-0.2063388899863314,18,36,76,22
16044,205,196.0,0.042892707354165,1.0072009487089548,2.240844128326977,-2.589150273989192,-0.3638342343933978,48,15,138,-0.0693725922911666,0.3101286274856132,2.237533162279046,-1.0979388508094516,-1.0979388508094516,-2.807565944099721,16,13,50,21
10258,271,261.0,0.10563285657979,-0.6070615712271727,1.21628706023548,-0.9501623612324476,-0.1062069037427847,49,25,84,0.8240213583206754,0.0078768986886524,0.5086900881520836,-0.1588018631065406,-0.8751487579123112,-0.1588018631065406,11,9,42,22
16063,209,200.0,-0.0705499774855218,-0.5294976297018933,1.8083783767078128,-1.5196791298984202,-0.0742819716929236,26,2,38,0.098735509818496,0.088602659731425,0.8630643751671034,-1.2547932891778169,-1.5645509550772605,-1.2547932891778169,3,9,32,20
17251,161,373.0,0.1694661614504632,0.2723228428457251,1.448036720153132,-0.7308425976990411,0.0285895077082109,32,12,120,-0.1841396628121448,0.7524341875728813,0.494781869557679,0.4958647335141279,-0.5944115875554018,-0.5375530547357807,73,79,245,93
11166,311,333.0,0.0134481472609346,1.121590730760352,1.104430699090356,1.104430699090356,0.0115284579177133,30,3,34,0.3783238291543413,0.0947308212121293,0.440691676881859,0.5610928674106395,-0.9761128328033236,0.0904250901632533,28,5,47,14
22000,160,262.0,0.3566812545291045,-0.0899295073076183,1.2203874243256183,-1.7216761682465596,0.2513189762861176,45,23,87,0.4647484315873841,-0.3434323064508959,0.2685152012842202,0.0772054470910347,-0.9555485933082356,-0.3453743010854265,63,3,83,17
5093,374,187.0,0.088926922841214,-0.3278701793914028,0.8894840509224745,-0.4653910218380656,-0.0677040578060887,56,33,96,0.8851772677488461,0.0419111293731363,0.2351091126977927,-0.5869088930960376,-0.6337103361421335,-0.5869088930960376,2,11,25,12
541,185,411.0,0.3293491057199483,0.6481460235872437,1.583126005369019,-1.505626429295731,-0.2029071729734728,60,43,194,1.4002968617003229,0.0276294324658697,0.1792953037603605,0.3281126457464118,-0.1108583855777676,-0.0386295802517883,39,10,55,6
9324,176,178.0,-0.0218940741328547,0.7656433083973194,0.7181554084764158,0.7181554084764158,-0.0229684121505233,10,2,13,0.5078666443610403,0.0120118202151492,0.0994552604853326,-0.015270175533067,-0.3046032488191881,-0.0259368568862102,13,7,31,11
17047,299,187.0,-0.1138486370878102,1.570108973882315,1.5498693627781597,1.5498693627781597,-0.1154478511933491,31,4,36,0.6642655634471362,0.1573042794261563,0.8236523268434162,-0.6763245963566181,-0.8994242237165659,-0.6763245963566181,4,11,49,34
12693,385,396.0,-0.0073892205948001,1.581791267692202,1.561989712743095,1.561989712743095,-0.0632750625765793,10,6,17,1.2009338702878285,0.1377372211265541,0.0874058718488488,-0.139600876293362,-0.3282220236654193,-0.139600876293362,4,6,21,11
21908,290,216.0,0.3351052461258317,-0.1841577960665157,1.4692363503266634,-0.578112117464468,-0.0093383457903441,36,25,105,0.3254033983147871,0.0741789240476063,0.7503960678584283,-0.1887139188431506,-2.041256047390788,-0.1887139188431506,9,4,33,20
3390,201,234.0,-0.0640407759775489,-0.4601070603251486,1.9782369266934885,-2.030501438877328,-0.0690617811242246,50,4,104,0.1331244714717619,0.1422684931706154,1.0403225263420837,-1.0206572079459968,-1.5354266695565322,-1.0206572079459968,6,10,47,31
12080,272,269.0,0.1616616733223811,0.2320899356852731,1.0642196159559494,-0.5364797923008325,-0.1466410910353396,62,16,162,-0.0712947804639258,0.0238323848197445,0.0576753818670133,-0.0069938877467543,-0.0998638162241072,-0.0069938877467543,6,3,22,13
11154,317,312.0,0.0223429797148832,1.2615651386815296,1.2149357500893254,1.2149357500893254,0.0147487171263614,25,4,30,0.517563357105216,0.100989832759057,0.3320324079181281,0.5620992869792651,-0.8077276583407113,0.0896631482570396,27,4,44,13
14226,174,268.0,0.1151418885236874,0.9847048467961836,-1.0327594471669692,-1.6764452115042785,-1.0327594471669692,5,11,51,-1.6606757896710076,-0.0121754910814485,0.422415464419563,-0.0835081326381072,-0.0835081326381072,-0.1441259717438395,3,22,43,18
16977,142,397.0,0.445476599736976,0.9140200698829476,1.4816413972118458,-1.871108352918789,0.4054300501631888,32,8,81,-0.3144583560837655,0.8201871753446005,0.3037819184895705,-0.0516644560019751,-0.0516644560019751,-0.5864313624225215,21,85,117,11
16029,196,204.0,0.0225576212575707,-0.5579711078355352,1.8756282695871376,-1.3587205312258377,-0.3322924235049695,46,14,69,1.6937992606332708,-0.1371883903732056,0.8366812092923118,-1.3509081256200937,-2.0762014175336265,-1.3509081256200937,5,8,30,17
22563,233,235.0,-0.104094228480577,-0.3978075585743248,1.3553615170034552,-0.7341669941003138,-0.1169371252455212,25,5,38,0.1306753093689996,-0.0276790006358187,0.4308518442111294,-0.0341369291874687,-0.0341369291874687,-0.0628339032346046,10,11,30,9
10775,180,313.0,0.0736343296398291,0.1368816278755178,0.6554265580928451,-0.7186333362005979,0.0484618974221964,28,6,62,-0.3712365375493132,-0.1215610290765041,0.5898761199811611,-0.3595701976969873,-0.951586785167458,-0.3595701976969873,7,6,54,41
11005,253,337.0,0.3279818248953133,0.3321012610162542,-0.509303888180894,-1.0058575559641882,-0.509303888180894,5,11,43,-0.966332729056356,0.0283369192450882,0.5122973230653544,-0.4705109169271402,-0.4705109169271402,-0.5212326450432944,2,17,50,31
